34	274
323	101
166	262
323	272
350	104
481	364
157	368
319	105
4	397
459	501
323	441
438	488
131	233
323	272
323	29
288	447
438	430
323	350
161	382
323	347
59	245
261	170
323	93
131	295
276	130
323	350
200	211
323	488
50	136
93	409
93	244
425	220
119	493
488	3
438	59
438	56
402	402
42	219
377	206
402	211
346	265
323	215
25	391
20	264
150	319
323	110
418	68
150	53
425	438
33	279
89	348
261	269
418	68
459	127
157	438
67	59
481	408
214	144
161	221
465	305
166	90
425	432
110	201
93	261
20	279
425	43
481	204
323	159
214	306
188	121
397	289
93	46
131	33
157	488
488	170
302	298
459	211
286	478
216	204
157	194
272	240
295	408
169	155
323	288
194	408
465	504
3	110
323	64
52	59
29	96
157	488
302	194
459	45
211	353
64	157
500	4
363	93
252	3
323	424
323	332
214	289
323	226
323	68
78	46
169	60
169	489
323	308
323	205
233	249
332	110
454	240
438	211
169	240
323	161
488	511
64	161
418	259
332	465
157	284
240	397
180	373
131	183
51	177
425	470
350	252
488	501
488	275
425	157
49	478
169	501
169	350
29	295
350	93
211	397
68	142
323	211
272	326
279	240
425	225
194	177
450	211
438	470
261	170
211	63
438	3
68	488
443	459
33	174
323	420
323	121
29	504
202	391
29	211
174	4
443	488
169	169
323	363
425	476
476	300
377	441
332	194
323	93
357	441
51	238
418	68
290	191
169	121
438	211
200	170
56	105
323	488
323	35
302	459
295	221
93	373
438	302
443	397
501	110
323	169
323	438
323	295
323	200
169	252
283	3
323	323
157	104
476	397
323	425
20	70
323	166
64	237
51	211
142	402
157	101
161	231
33	377
29	488
323	323
169	34
33	3
169	39
169	488
29	306
214	4
194	398
252	93
157	377
204	314
323	478
438	373
308	409
252	324
176	451
306	459
29	488
157	46
288	171
459	220
323	161
142	204
169	451
323	110
68	193
83	314
124	328
323	131
438	116
323	272
323	51
101	451
438	220
68	101
323	497
39	240
323	332
373	96
43	476
350	3
332	288
166	183
373	269
402	303
194	274
323	211
323	323
161	161
169	214
29	336
29	4
481	93
350	59
402	110
48	466
93	59
323	373
332	238
101	10
357	59
267	424
438	279
323	169
68	408
488	234
157	63
33	93
211	482
425	327
101	408
368	34
193	397
142	305
488	394
323	53
420	397
459	240
402	305
153	41
261	408
93	509
367	295
323	4
425	282
488	161
402	306
488	76
211	4
51	161
68	33
425	138
169	451
488	497
459	282
488	90
476	144
64	93
459	424
68	93
112	141
425	68
29	497
332	34
68	237
169	504
323	333
438	488
288	93
323	177
323	214
125	105
323	347
323	68
244	153
488	279
142	397
420	285
244	261
93	476
408	201
68	272
425	404
166	19
261	348
288	130
323	214
194	36
323	124
3	204
488	3
157	186
323	488
488	465
438	240
272	348
288	289
488	83
33	382
157	84
29	234
177	121
323	295
68	25
68	295
459	318
323	459
260	493
323	169
323	438
131	183
157	352
279	501
323	306
169	397
323	377
425	348
323	488
358	509
459	305
241	397
3	261
39	114
323	295
367	472
29	475
323	4
306	101
323	136
233	501
476	74
323	408
323	459
138	441
53	305
382	289
238	27
68	438
377	59
240	397
332	438
350	93
169	332
425	244
438	5
29	214
306	35
211	121
488	377
194	296
176	397
288	102
3	397
25	211
104	138
323	10
214	220
282	229
157	136
29	93
323	105
214	121
323	425
413	121
279	382
68	25
20	261
177	94
488	272
367	121
323	20
418	25
194	110
438	346
438	342
261	170
425	417
438	188
188	42
177	177
29	17
422	379
481	42
169	214
323	68
