145	257
145	897
213	97
80	204
545	853
545	726
89	240
469	333
17	852
545	957
240	225
393	187
61	349
545	232
289	63
89	921
397	1023
768	746
545	465
353	955
545	803
0	913
329	955
113	982
545	605
545	367
213	297
545	401
89	791
240	3
272	580
617	801
545	273
272	991
989	253
230	256
0	701
145	512
17	513
545	631
461	887
272	588
0	161
865	129
961	97
61	44
93	580
545	417
1006	511
893	124
257	379
46	879
257	549
719	993
700	767
545	704
127	289
89	511
89	893
904	361
545	799
705	448
272	17
145	97
753	801
213	921
753	913
972	673
17	633
545	289
545	106
412	925
97	656
1023	989
257	1008
272	751
545	272
17	431
221	161
545	257
89	651
776	230
889	513
337	607
177	204
904	528
17	251
545	349
393	912
481	277
435	177
545	48
217	961
393	479
30	249
545	272
127	1001
814	238
46	974
97	897
912	503
545	251
17	912
545	183
705	289
240	721
89	97
495	280
0	969
957	17
904	636
272	499
545	74
0	232
257	319
495	127
255	644
17	1023
272	863
61	801
545	145
957	507
757	417
545	272
428	785
145	21
825	665
417	106
553	161
145	477
273	853
161	444
961	140
545	63
97	104
833	875
61	673
716	305
247	961
257	269
161	616
633	319
257	831
545	465
289	929
545	61
836	191
840	417
0	735
272	289
145	495
89	1007
545	97
17	185
825	161
145	785
257	857
893	40
17	716
496	385
401	417
145	656
961	673
89	289
145	257
217	161
528	767
432	289
545	127
545	89
545	811
545	793
112	428
889	823
145	1013
545	588
61	736
0	904
545	777
0	465
257	161
257	844
785	181
976	895
272	701
0	443
545	801
480	656
8	503
247	528
889	80
187	439
520	785
481	234
784	682
814	887
247	421
161	716
785	956
161	91
991	417
836	716
961	255
708	161
461	989
257	912
127	848
153	1008
127	921
61	905
89	804
656	385
929	335
545	957
632	719
255	401
973	759
97	833
196	76
93	929
153	80
895	752
364	196
849	895
97	289
904	513
401	1008
97	161
893	589
545	848
632	957
257	78
149	80
938	217
561	289
0	955
480	993
633	925
179	993
545	17
545	13
545	8
168	289
213	976
1006	416
606	533
61	187
397	97
705	460
797	665
836	991
545	545
183	97
289	15
545	889
768	17
545	144
545	957
213	767
897	77
768	957
734	733
153	1009
848	989
765	95
247	481
272	17
281	993
655	176
1023	785
0	33
721	309
1006	289
545	653
108	551
257	665
8	269
454	1009
145	366
359	511
289	189
128	865
17	465
257	321
734	8
272	889
251	289
545	145
401	513
251	289
607	464
0	481
733	324
853	865
889	435
897	737
461	617
257	524
333	409
145	670
955	945
0	673
912	785
93	721
976	385
545	257
257	174
840	871
17	433
401	48
329	97
825	97
272	615
545	944
735	804
231	639
257	337
993	993
127	521
89	145
367	921
893	819
145	142
769	76
465	546
89	161
503	128
89	651
0	989
469	959
97	51
289	1023
973	231
545	545
8	289
836	461
273	913
528	1008
359	443
367	289
257	840
61	972
776	136
213	768
641	781
8	40
247	855
904	889
257	976
319	33
164	273
97	91
495	221
257	921
179	337
17	848
307	785
427	257
750	1023
889	897
273	413
0	649
310	80
257	989
1000	865
957	460
769	785
957	465
905	496
401	784
734	93
61	1007
393	998
217	797
545	30
61	127
972	895
751	665
465	161
889	289
1006	145
465	708
511	289
61	161
495	942
503	863
145	488
697	784
734	289
904	993
97	289
61	657
272	375
217	736
959	865
217	225
993	929
272	61
972	904
875	793
164	111
8	289
768	735
257	837
545	897
1023	125
753	673
157	629
157	695
61	325
545	257
904	769
870	161
912	13
123	413
545	123
0	921
636	929
549	705
187	128
255	769
545	444
0	129
61	125
329	615
844	401
123	213
784	72
17	981
592	289
753	1007
465	189
545	1006
401	176
897	989
255	921
257	921
976	273
93	961
273	983
938	128
435	513
769	166
17	512
545	296
225	993
97	761
889	861
549	729
272	833
495	481
957	191
904	401
221	581
545	319
145	461
545	861
878	289
768	4
656	921
704	547
545	0
461	923
89	993
495	289
765	905
345	385
393	289
265	705
545	0
61	840
768	312
272	97
272	0
17	13
257	633
123	105
195	716
977	993
545	93
0	48
17	752
127	825
668	797
938	89
912	289
112	273
89	225
247	477
221	720
272	299
161	989
700	721
145	127
0	225
734	161
991	848
784	375
545	784
345	906
904	991
272	273
989	128
145	785
161	48
272	443
272	505
545	272
768	477
276	161
333	481
265	1023
768	289
637	929
289	129
123	753
495	785
273	144
889	481
545	853
289	249
61	399
251	607
545	961
617	845
272	908
61	976
401	341
545	923
957	682
247	17
353	717
631	737
265	944
97	315
545	80
495	217
929	801
853	513
465	601
89	97
272	767
