10	16
201	436
74	7
208	128
315	125
74	201
345	506
265	174
272	49
509	428
315	341
390	410
315	154
217	38
125	233
74	506
90	229
315	263
364	217
217	224
10	97
74	240
436	483
10	405
390	46
213	144
256	114
364	89
509	436
356	483
336	483
479	428
379	253
192	297
404	455
74	230
126	428
315	190
479	356
70	16
74	70
390	224
13	60
479	436
134	197
368	144
74	342
144	244
55	64
55	224
74	406
336	97
496	381
336	136
74	74
280	41
154	509
224	50
74	436
217	217
404	255
106	306
213	222
508	436
144	144
295	96
192	136
125	97
114	405
99	436
78	114
494	416
44	160
55	95
345	96
390	315
244	386
345	333
390	336
404	410
404	244
396	444
55	134
404	380
345	180
55	280
158	295
364	299
125	50
95	261
55	134
272	60
217	325
74	327
274	509
371	366
55	10
74	317
480	128
63	144
480	16
509	327
479	70
404	345
74	417
4	33
55	126
74	8
315	110
217	90
90	340
488	52
315	144
443	37
116	97
10	436
220	125
315	280
404	280
220	334
381	113
144	295
293	201
404	428
10	480
10	111
480	39
468	113
293	483
189	197
457	483
416	366
220	345
315	224
149	361
74	345
74	97
381	436
436	75
70	410
192	189
74	192
192	209
192	90
74	152
315	263
217	436
234	436
341	197
436	155
74	506
74	55
74	456
16	4
345	345
366	180
272	484
140	416
74	272
70	1
192	221
290	341
224	16
10	272
14	152
443	197
74	218
404	364
86	436
325	297
390	327
404	10
55	338
404	144
192	224
423	468
390	245
74	300
10	327
205	436
59	236
144	42
10	37
189	144
494	114
74	233
241	398
220	234
74	55
197	425
74	345
154	125
364	136
40	201
475	430
341	226
334	417
74	74
364	114
189	125
443	436
220	443
74	496
217	502
264	52
345	366
341	509
345	197
74	509
404	385
74	253
315	217
217	82
506	436
315	263
55	70
134	480
74	154
345	375
125	128
55	436
410	114
220	149
55	306
74	316
217	430
74	328
272	311
341	128
475	128
201	253
234	341
446	507
17	436
404	300
97	493
345	90
144	44
390	410
217	483
125	103
446	371
484	71
10	217
404	455
74	380
479	360
390	315
82	509
125	506
345	295
10	134
74	28
390	475
95	217
315	134
443	353
158	468
390	436
334	201
257	280
315	345
82	279
280	428
364	491
70	142
345	60
128	360
280	30
479	436
345	217
480	257
74	126
32	366
10	468
479	341
84	272
404	144
457	188
84	253
272	325
336	82
272	412
74	224
10	197
125	85
234	30
301	197
154	436
74	315
74	404
70	84
345	436
55	71
345	272
345	272
220	404
30	509
336	188
74	394
55	4
134	16
390	10
345	475
192	308
74	128
90	96
480	144
74	55
410	436
246	295
270	97
74	297
74	169
506	147
356	253
55	372
478	449
390	105
74	480
134	410
154	70
217	425
74	92
95	307
315	153
136	109
74	446
84	509
217	416
315	44
380	70
435	436
144	1
334	416
144	226
74	272
55	144
479	13
402	280
74	102
74	197
74	16
364	136
417	308
390	136
217	347
74	302
55	138
443	7
74	353
410	144
315	303
410	90
475	297
315	381
191	453
14	471
74	224
10	110
315	468
10	489
97	5
390	280
10	466
90	355
479	97
55	106
142	213
390	380
290	301
334	436
404	263
479	343
63	488
364	14
74	90
263	483
234	436
70	483
356	197
333	180
6	272
74	412
404	366
429	41
144	128
309	144
404	154
252	53
345	293
111	264
390	175
7	436
220	366
187	97
381	24
189	126
52	188
189	244
26	483
128	153
82	436
84	104
246	436
74	217
345	194
443	295
16	0
315	280
315	333
74	329
488	205
340	342
55	123
17	90
74	404
59	272
55	82
116	360
74	111
70	224
55	192
114	468
154	345
217	484
74	270
192	280
290	229
293	253
74	479
315	50
272	417
74	205
336	468
508	224
430	382
55	475
70	125
74	74
189	197
17	152
277	349
154	423
74	507
508	280
74	167
462	295
390	280
364	264
446	123
479	272
224	52
158	224
154	345
74	315
95	217
336	135
315	334
192	183
74	55
404	187
277	142
315	14
149	468
443	341
106	10
430	174
390	311
125	500
404	32
192	345
95	480
32	257
16	289
10	59
371	360
74	6
74	55
144	468
90	352
509	52
201	295
220	483
494	90
356	483
468	366
10	243
74	131
206	85
404	508
189	475
63	436
390	479
390	366
55	258
144	366
380	295
70	457
220	364
443	462
6	483
402	396
338	273
197	468
10	125
333	306
149	295
286	311
272	493
10	475
74	404
315	89
74	507
462	264
217	272
74	189
55	493
280	52
55	10
55	84
367	201
55	206
263	228
144	280
390	280
256	0
364	295
341	205
367	420
55	340
74	152
480	417
128	109
111	280
206	201
380	506
277	224
328	90
410	97
10	16
55	263
509	160
334	218
149	360
55	379
480	490
280	417
134	224
238	436
17	114
125	52
74	493
480	480
74	479
286	139
74	135
74	74
217	249
390	281
10	382
16	366
280	391
390	128
189	436
390	55
74	315
315	188
443	272
10	494
390	483
55	479
390	144
154	144
192	280
55	217
404	417
74	410
480	507
200	468
10	247
201	306
154	7
74	217
74	70
475	217
74	404
436	370
390	37
95	480
390	306
315	277
152	468
74	74
134	152
315	84
74	295
436	147
315	144
436	311
144	263
315	395
410	341
74	136
390	206
390	55
345	128
390	224
424	144
95	144
10	410
10	413
425	281
74	144
294	316
416	395
390	295
148	507
74	280
74	483
74	185
404	325
134	217
334	9
345	223
263	178
74	218
74	364
189	475
404	217
74	144
234	508
390	96
508	206
74	74
443	475
154	70
436	126
74	453
10	391
315	183
315	300
142	172
152	379
187	64
220	229
74	468
144	4
74	217
443	345
134	144
128	491
217	420
217	233
90	476
192	135
197	295
272	157
74	144
404	475
339	152
390	189
404	154
345	420
480	82
315	4
17	428
345	222
281	359
55	475
315	316
74	42
55	132
263	16
336	8
379	350
316	39
55	345
341	438
135	436
270	175
325	366
315	443
125	242
26	366
315	436
390	224
55	275
328	200
494	483
154	329
404	437
341	275
154	97
417	128
74	247
74	483
293	128
74	355
10	144
355	235
315	144
496	243
501	483
410	484
272	436
480	483
336	183
106	317
189	410
55	443
74	136
480	34
154	10
10	510
480	480
315	391
122	253
480	64
10	26
144	5
315	82
144	468
390	385
334	281
74	82
97	42
70	311
59	374
345	281
315	436
55	244
74	149
345	30
189	334
325	484
479	436
217	244
32	385
10	345
494	114
74	164
74	483
217	263
213	420
74	345
430	96
446	484
220	59
404	229
90	316
17	335
134	402
74	158
55	480
70	483
334	57
488	82
74	16
84	97
52	243
62	470
224	436
328	144
74	390
55	115
70	99
26	454
74	402
17	237
390	197
390	315
74	281
144	366
364	489
125	491
217	295
144	164
74	483
443	16
508	29
192	134
364	280
198	233
390	115
390	189
345	381
333	313
55	154
74	217
390	501
74	114
74	74
59	133
144	118
272	436
192	436
263	268
194	281
475	250
154	345
390	114
280	82
17	197
134	125
55	509
380	360
74	128
390	475
217	46
74	494
95	406
217	217
74	404
74	364
446	0
74	224
286	329
74	295
277	16
74	315
390	126
55	224
336	10
74	371
302	428
265	180
197	97
436	114
315	345
364	178
74	496
462	444
197	27
244	253
315	134
390	55
404	489
410	124
84	44
74	14
364	417
480	368
10	345
390	144
187	436
55	404
26	243
17	125
479	483
74	390
302	341
404	26
334	24
134	0
345	270
17	142
106	217
16	300
55	404
144	436
390	356
276	366
220	277
263	436
246	436
10	144
10	233
74	295
74	97
220	462
74	494
212	243
74	390
244	295
404	475
443	234
398	97
74	436
74	406
475	125
436	454
229	338
390	90
410	468
217	327
74	457
192	475
315	114
70	334
246	114
10	364
224	352
55	334
154	217
154	10
8	165
479	246
74	173
16	509
55	95
72	455
74	345
404	198
220	134
404	443
17	213
154	234
168	458
345	169
144	366
336	84
480	263
144	483
149	233
55	224
404	4
74	64
315	286
17	354
390	205
192	10
135	237
315	224
64	180
74	253
55	154
30	60
494	38
362	280
127	128
483	353
55	509
404	134
10	90
74	74
417	114
404	208
192	345
74	345
134	334
315	345
10	217
74	201
74	272
74	272
315	90
74	5
114	507
95	16
144	144
220	486
356	128
315	483
82	185
10	217
82	416
10	21
74	233
404	474
263	436
220	334
390	60
390	281
345	509
74	334
74	24
345	109
10	338
479	125
390	374
488	263
334	97
217	152
74	97
272	105
55	366
74	10
380	484
10	345
10	38
74	355
479	144
220	354
345	125
74	84
74	55
74	253
246	433
74	475
206	64
192	281
446	436
183	82
336	272
315	342
74	410
152	243
270	341
379	271
420	327
189	217
390	391
74	217
103	366
220	217
125	252
74	315
74	30
134	144
74	360
315	506
404	70
55	280
404	295
192	114
26	82
7	468
217	39
390	188
10	217
17	467
74	74
345	206
154	144
74	144
480	142
341	334
220	416
74	449
364	444
315	272
390	295
315	443
74	501
390	90
74	315
234	144
55	417
390	295
7	85
315	144
479	402
144	416
21	371
479	315
390	304
74	394
220	364
74	451
74	317
404	30
390	272
390	163
345	508
462	89
341	97
125	144
74	404
74	484
52	366
55	479
167	133
10	201
328	216
272	359
336	356
154	10
64	409
55	174
74	89
74	17
122	26
341	509
74	390
315	509
128	471
74	286
82	180
484	4
126	243
70	44
134	270
341	313
220	295
55	111
436	316
10	10
74	70
345	152
341	263
206	188
479	457
436	198
37	114
475	97
189	128
74	208
220	336
144	85
443	444
157	317
390	484
345	119
391	210
74	134
17	197
74	366
10	144
475	218
356	114
272	135
315	443
404	217
74	144
300	311
334	285
74	149
390	430
74	144
74	436
328	224
260	114
315	208
328	475
390	270
70	197
404	412
479	246
390	253
339	214
17	423
390	241
183	263
55	29
74	192
17	475
208	436
479	217
309	436
385	281
169	375
192	480
476	295
74	392
32	366
315	217
341	65
315	334
74	303
74	122
82	25
122	366
475	356
404	436
390	55
404	362
293	173
220	406
72	114
404	295
74	404
380	138
63	298
10	206
252	128
366	413
16	69
436	295
480	114
90	334
144	382
46	113
395	327
74	410
74	404
55	302
206	280
90	362
425	96
192	506
302	280
55	152
390	16
345	217
436	436
224	366
217	263
154	366
74	390
201	0
70	391
252	16
345	347
432	436
74	111
74	297
398	325
4	128
90	125
475	334
55	488
59	402
74	345
10	509
122	24
16	303
390	360
32	237
333	52
390	277
404	52
144	428
217	172
149	375
443	295
379	295
37	436
390	55
55	272
1	169
134	187
74	217
404	438
404	416
24	96
26	144
263	57
181	483
74	379
480	50
59	436
74	454
74	417
436	316
443	345
55	496
17	381
84	218
74	55
315	142
444	359
217	111
246	217
200	436
432	325
479	306
7	244
336	366
55	33
217	455
246	110
74	26
189	454
90	123
213	483
10	270
63	270
345	455
74	295
436	153
74	74
74	218
252	114
74	390
410	344
410	277
55	24
345	254
183	272
192	471
345	341
436	235
26	152
17	106
74	233
74	157
74	134
74	160
74	289
74	390
345	97
390	82
341	114
